0,227.46606
1,139.06902
2,102.232315
3,133.17995
4,122.15459
5,133.3531
6,361.66815
7,51.09331
8,74.23075
9,756.34784
10,734.30725
11,105.610886
12,334.15405
13,92.264206
14,68.36638
15,93.96492
16,36.437885
17,164.63943
18,78.243904
19,354.9381
20,222.0627
21,152.93779
22,104.87585
23,73.19577
24,58.227608
25,113.37879
26,63.54929
27,145.01749
28,57.69811
29,116.09672
30,154.46413
31,180.05951
32,164.63943
33,48.77685
34,89.795235
35,245.68852
36,62.224854
37,150.29585
38,111.35203
39,242.81784
40,181.28369
41,594.1551
42,229.41148
43,104.40268
44,96.486824
45,102.19731
46,235.51302
47,61.994026
48,65.21034
49,55.52624
50,127.2346
51,82.53263
52,112.4718
53,58.349262
54,58.352688
55,83.33279
56,105.754
57,91.65495
58,165.25316
59,67.0398
60,110.89643
61,75.5807
62,107.99522
63,216.37791
64,62.055126
65,203.19983
66,169.59225
67,138.97098
68,135.39255
69,48.77685
70,71.48642
71,140.1887
72,240.61041
73,81.44234
74,240.21011
75,97.80529
76,380.60202
77,64.236305
78,113.912506
79,64.262474
80,188.41599
81,89.617035
82,122.74203
83,71.354485
84,109.915596
85,224.6636
86,115.461174
87,84.384186
88,178.38553
89,58.95152
90,96.698425
91,150.87408
92,65.95948
93,168.02634
94,230.668
95,77.19711
96,131.55557
97,237.73532
98,57.171787
99,279.2393
100,53.59744
101,61.33105
102,57.227837
103,81.44234
104,83.15408
105,39.037533
106,166.5557
107,94.12421
108,100.56335
109,72.92337
110,115.495415
111,74.4259
112,77.99745
113,207.64061
114,117.29368
115,159.26979
116,50.17307
117,93.05971
118,116.37368
119,59.94953
120,94.384605
121,229.59381
122,241.69363
123,281.93927
124,96.60279
125,99.8763
126,142.45828
127,94.40176
128,47.078163
129,144.37726
130,297.576
131,85.758415
132,154.46413
133,48.8338
134,147.79028
135,47.714157
136,348.6115
137,103.00564
138,75.298325
139,74.427025
140,89.03613
141,610.688
142,239.56589
143,120.4463
144,93.923485
145,47.603405
146,114.17674
147,139.77992
148,72.24573
149,161.44933
150,141.20387
151,60.80388
152,100.34794
153,100.39987
154,179.81317
155,69.74574
156,289.8771
157,72.24573
158,44.896248
159,83.19089
160,193.761
161,110.86354
162,63.21931
163,162.80313
164,119.77436
165,86.561615
166,84.384186
167,39.06519
168,51.83958
169,309.3678
170,39.796368
171,139.29428
172,161.44933
173,79.68203
174,44.760754
175,734.794
176,73.68702
177,219.61191
178,68.71989
179,96.43843
180,95.581696
181,48.8338
182,78.48114
183,137.57558
184,51.168648
185,75.46597
186,75.298325
187,130.2358
188,102.51916
189,53.201054
190,188.252
191,126.312195
192,59.962967
193,59.189137
194,133.44197
195,170.92549
196,78.47059
197,125.286446
198,87.330055
199,135.95877
200,94.492096
201,93.72887
202,215.06181
203,152.37903
204,357.8383
205,171.48618
206,170.92549
207,160.53517
208,178.57872
209,155.93823
210,276.4572
211,169.59225
212,231.98361
213,93.384865
214,184.90479
215,133.44197
216,236.19635
217,89.03613
218,115.51211
219,171.48618
220,388.59543
221,121.46873
222,308.44415
223,132.08192
224,181.26753
225,63.190285
226,58.086792
227,55.04566
228,61.80259
229,192.5705
230,363.7796
231,62.945312
232,70.85127
233,166.5557
234,58.464817
235,49.481716
236,181.555
237,66.89556
238,142.45828
239,240.61041
240,172.9149
241,355.55203
242,136.29375
243,75.02987
244,83.51354
245,154.31187
246,508.7387
247,62.388493
248,95.96302
249,46.323757
250,127.21731
251,94.84515
252,111.94622
253,72.98459
254,133.44197
255,88.38071
256,130.43361
257,182.09782
258,109.740524
259,42.37365
260,123.57801
261,122.15459
262,144.37726
263,87.43609
264,156.43803
265,352.09573
266,30.08242
267,133.44197
268,41.54243
269,1032.1327
270,45.738384
271,70.45803
272,94.70311
273,113.6218
274,141.48872
275,57.83799
276,183.79698
277,88.82873
278,115.495415
279,137.5505
280,423.8978
281,103.699776
282,349.92172
283,134.07188
284,134.55132
285,113.79063
286,398.0067
287,61.005314
288,93.384865
289,130.43361
290,44.464455
291,59.57332
292,43.537567
293,89.36774
294,79.17501
295,54.28069
296,203.33862
297,18.574627
298,430.90082
299,112.92852
300,124.87783
301,110.5338
302,161.2902
303,78.651855
304,129.66139
305,82.451355
306,94.41585
307,209.04776
308,79.64029
309,183.79698
310,58.261715
311,62.98479
312,130.26549
313,110.09593
314,76.824394
315,589.3668
316,94.47089
317,148.2502
318,498.0265
319,88.03542
320,120.497025
321,64.423515
322,227.4025
323,90.6517
324,56.221718
325,89.87748
326,97.124435
327,138.97098
328,83.18847
329,308.44415
330,51.168648
331,163.70645
332,114.91499
333,57.32296
334,172.65652
335,48.42438
336,341.69598
337,99.11928
338,84.384186
339,98.43275
340,78.369736
341,750.2175
342,76.824394
343,79.68203
344,72.1825
345,104.034096
346,355.43875
347,143.90027
348,55.21343
349,183.79698
350,98.39224
351,138.51575
352,79.26042
353,95.8443
354,56.841026
355,71.195496
356,89.94282
357,217.83015
358,50.13893
359,203.09036
360,121.75385
361,76.110466
362,251.4109
363,109.70625
364,133.3531
365,101.068306
366,52.1634
367,142.55171
368,90.92326
369,479.68997
370,163.70645
371,140.12628
372,207.29338
373,137.43938
374,86.512505
375,99.8763
376,291.81592
377,717.0665
378,100.51286
379,53.376152
380,80.14172
381,116.09672
382,113.59173
383,93.384865
384,80.99267
385,116.91069
386,143.13824
387,118.522026
388,308.44415
389,131.83156
390,56.82114
391,275.5813
392,81.44234
393,134.20415
394,298.15463
395,184.20113
396,177.97118
397,51.899105
398,80.39733
399,168.34439
400,140.82962
401,157.89612
402,394.59653
403,142.45828
404,540.1046
405,95.165306
406,230.38562
407,287.25528
408,119.66151
409,142.45828
410,61.064278
411,359.2685
412,57.616566
413,214.0954
414,93.207184
415,96.698425
416,188.17096
417,117.825485
418,99.8394
419,125.36508
420,82.44114
421,48.42388
422,90.874504
423,231.98361
424,224.06886
425,182.64812
426,62.90529
427,260.62067
428,145.01749
429,152.37903
430,42.863304
431,69.1027
432,87.14498
433,169.59225
434,130.26549
435,56.82114
436,184.90479
437,264.57416
438,147.00409
439,44.605125
440,163.34784
441,113.862335
442,146.20868
443,146.09508
444,52.705914
445,120.989746
446,94.03304
447,95.8428
448,275.01797
449,99.035126
450,129.53741
451,224.27806
452,154.94516
453,117.00388
454,177.37329
455,666.97485
456,144.37726
457,230.31003
458,89.80692
459,67.086494
460,145.47127
461,116.56128
462,96.194145
463,199.32318
464,62.224854
465,55.143936
466,109.72336
467,136.29375
468,174.48505
469,137.0598
470,179.84386
471,91.40038
472,121.72008
473,92.6138
474,71.012474
475,138.51575
476,85.822235
477,62.084637
478,47.30089
479,164.63943
480,161.56007
481,131.49329
482,95.229126
483,78.55523
484,77.50148
485,321.78384
486,264.91425
487,123.294655
488,301.61282
489,211.89491
